UKER;KC Purwakarta;KC Subang;KC Indramayu;KC Jatibarang;KC Pamanukan;KC Sumedang;KC Majalengka;KC Cirebon Gunung Jati;KC Kuningan;KC Cirebon Kartini;KC Singaparna;KC Tasikmalaya;KC Garut;KC Ciamis;KC Banjar;KC Cibadak;KC Sukabumi;KC Cimahi;KC Cianjur;KC Soreang;KC Majalaya;KC Bandung Sukarno Hatta;KC Bandung A.H. Nasution;KC Bandung Dewi Sartika;KC Bandung Setiabudi;KC Bandung Naripan;KC Bandung Kopo;KC Bandung Dago;KC Bandung Martadinata;KC Bandung AA
25-Feb;GIRO; 194 ; 131 ; 93 ; 36 ; 78 ; 72 ; 96 ; 91 ; 59 ; 271 ; 52 ; 109 ; 113 ; 73 ; 61 ; 87 ; 89 ; 133 ; 60 ; 72 ; 20 ; 173 ; 187 ; 3.103 ; 108 ; 286 ; 94 ; 220 ; 121 ; 4.812 
26-Feb;GIRO; 194 ; 131 ; 93 ; 36 ; 78 ; 72 ; 96 ; 91 ; 59 ; 272 ; 52 ; 109 ; 113 ; 73 ; 61 ; 87 ; 89 ; 133 ; 60 ; 73 ; 19 ; 172 ; 188 ; 3.098 ; 108 ; 286 ; 94 ; 221 ; 121 ; 4.826 
27-Feb;GIRO; 195 ; 132 ; 93 ; 36 ; 79 ; 73 ; 96 ; 91 ; 59 ; 272 ; 52 ; 110 ; 114 ; 73 ; 61 ; 87 ; 89 ; 133 ; 60 ; 73 ; 20 ; 171 ; 188 ; 3.089 ; 107 ; 286 ; 94 ; 222 ; 121 ; 4.832 
28-Feb;GIRO; 195 ; 132 ; 93 ; 36 ; 79 ; 73 ; 96 ; 91 ; 59 ; 272 ; 52 ; 110 ; 114 ; 73 ; 61 ; 87 ; 89 ; 133 ; 60 ; 73 ; 20 ; 171 ; 188 ; 3.089 ; 107 ; 286 ; 94 ; 222 ; 121 ; 4.832 
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01-Mar;GIRO; 195 ; 133 ; 93 ; 37 ; 80 ; 73 ; 96 ; 90 ; 59 ; 273 ; 52 ; 111 ; 114 ; 73 ; 61 ; 88 ; 90 ; 133 ; 59 ; 73 ; 20 ; 171 ; 188 ; 3.072 ; 107 ; 285 ; 94 ; 223 ; 122 ; 4.841 
02-Mar;GIRO; 195 ; 134 ; 93 ; 37 ; 81 ; 73 ; 96 ; 90 ; 59 ; 273 ; 52 ; 111 ; 115 ; 73 ; 61 ; 88 ; 90 ; 132 ; 59 ; 73 ; 20 ; 171 ; 189 ; 3.063 ; 107 ; 284 ; 95 ; 224 ; 121 ; 4.845 
03-Mar;GIRO; 195 ; 135 ; 93 ; 37 ; 81 ; 73 ; 96 ; 90 ; 59 ; 273 ; 53 ; 111 ; 115 ; 73 ; 61 ; 88 ; 89 ; 132 ; 59 ; 73 ; 20 ; 170 ; 189 ; 3.068 ; 107 ; 284 ; 95 ; 225 ; 121 ; 4.848 
04-Mar;GIRO; 195 ; 135 ; 93 ; 37 ; 81 ; 73 ; 96 ; 90 ; 59 ; 273 ; 53 ; 111 ; 115 ; 73 ; 61 ; 88 ; 89 ; 132 ; 59 ; 73 ; 20 ; 170 ; 189 ; 3.068 ; 107 ; 284 ; 95 ; 225 ; 121 ; 4.848 
05-Mar;GIRO; 196 ; 136 ; 93 ; 37 ; 82 ; 73 ; 96 ; 90 ; 60 ; 272 ; 53 ; 111 ; 116 ; 73 ; 61 ; 88 ; 89 ; 131 ; 59 ; 73 ; 20 ; 169 ; 189 ; 3.070 ; 106 ; 283 ; 94 ; 226 ; 121 ; 4.856 
06-Mar;GIRO; 197 ; 137 ; 93 ; 37 ; 82 ; 74 ; 96 ; 90 ; 60 ; 273 ; 53 ; 111 ; 115 ; 72 ; 61 ; 88 ; 89 ; 131 ; 59 ; 73 ; 20 ; 169 ; 189 ; 3.071 ; 106 ; 283 ; 95 ; 227 ; 120 ; 4.859 
07-Mar;GIRO; 197 ; 138 ; 93 ; 37 ; 83 ; 74 ; 96 ; 90 ; 60 ; 274 ; 52 ; 111 ; 115 ; 72 ; 61 ; 88 ; 89 ; 131 ; 59 ; 73 ; 20 ; 168 ; 189 ; 3.073 ; 106 ; 282 ; 95 ; 228 ; 120 ; 4.862 
08-Mar;GIRO; 198 ; 139 ; 94 ; 37 ; 84 ; 74 ; 96 ; 89 ; 59 ; 275 ; 52 ; 111 ; 115 ; 72 ; 60 ; 88 ; 89 ; 130 ; 59 ; 73 ; 20 ; 168 ; 190 ; 3.075 ; 106 ; 282 ; 95 ; 229 ; 120 ; 4.865 
09-Mar;GIRO; 198 ; 139 ; 94 ; 37 ; 84 ; 74 ; 96 ; 89 ; 59 ; 276 ; 53 ; 111 ; 116 ; 72 ; 60 ; 88 ; 89 ; 130 ; 59 ; 73 ; 20 ; 167 ; 190 ; 3.075 ; 106 ; 282 ; 95 ; 230 ; 120 ; 4.867 
10-Mar;GIRO; 198 ; 140 ; 94 ; 38 ; 84 ; 74 ; 96 ; 89 ; 59 ; 276 ; 53 ; 111 ; 115 ; 72 ; 60 ; 88 ; 89 ; 130 ; 59 ; 73 ; 20 ; 167 ; 190 ; 3.073 ; 106 ; 281 ; 95 ; 230 ; 121 ; 4.866 
11-Mar;GIRO; 198 ; 141 ; 94 ; 38 ; 85 ; 74 ; 96 ; 89 ; 59 ; 277 ; 53 ; 111 ; 115 ; 72 ; 60 ; 88 ; 89 ; 129 ; 59 ; 73 ; 20 ; 166 ; 190 ; 3.068 ; 105 ; 281 ; 95 ; 231 ; 121 ; 4.866 
12-Mar;GIRO; 198 ; 141 ; 93 ; 38 ; 85 ; 74 ; 96 ; 89 ; 59 ; 277 ; 53 ; 111 ; 115 ; 71 ; 60 ; 89 ; 89 ; 129 ; 59 ; 73 ; 20 ; 166 ; 190 ; 3.063 ; 105 ; 280 ; 95 ; 231 ; 123 ; 4.866 
13-Mar;GIRO; 199 ; 142 ; 94 ; 38 ; 85 ; 74 ; 95 ; 89 ; 59 ; 276 ; 53 ; 111 ; 115 ; 71 ; 60 ; 89 ; 89 ; 128 ; 59 ; 72 ; 20 ; 165 ; 190 ; 3.058 ; 105 ; 280 ; 95 ; 232 ; 124 ; 4.867 
